Feature ID	Taxon	Consensus	Confidence
0bd7818c6cad02ab6368cb3360c9f0ae	k__Metazoa;p__Chordata;c__Aves;o__Charadriiformes;f__Alcidae;g__Fratercula;s__arctica	1	0.943037974683544
0bf43160b691a540a431d849e83cb22d	k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Trichodontidae;g__Trichodon;s__trichodon	1	1
0c04d7fffed62e6bf12ff39ed814be63	k__Metazoa;p__Chordata;c__Aves;o__Charadriiformes;f__Laridae;g__Rissa;s__tridactyla	1	0.992405063291139
0c0af8c1e3f275d30ab01e916212806b	k__Metazoa;p__Chordata;c__Aves;o__Charadriiformes;f__Laridae;g__Rissa;s__tridactyla	1	0.977215189873418
0c1acb9e3f4d2ba921cf993330b87907	Unassigned	1	0.7
0c2f94869fd21666c71ce5a1be191bd4	k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Cottidae;g__Enophrys;s__bison	1	1
0c4865aa9b28536f6e10387e3a78052c	k__Metazoa;p__Chordata;c__Aves;o__Charadriiformes;f__Laridae;g__Xema;s__sabini	1	0.981012658227848
0c4b3df6b5999e9e6077c9521361d423	k__Metazoa;p__Chordata;c__Aves;o__Charadriiformes;f__Laridae;g__Rissa;s__tridactyla	1	0.981012658227848
0c57ab1ba4d1abcc3f95f3606578b1ef	k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Clupeidae;g__Clupea;s__pallasii	1	0.984810126582278
0c61ab519ec38b29e79145e12b0835cb	k__Metazoa;p__Chordata;c__Actinopteri;o__Gadiformes;f__Gadidae;g__;s__	1	0.992405063291139
0c774bf9444f1d7f8f3c929538ef0ed7	k__Metazoa;p__Chordata;c__Aves;o__Charadriiformes;f__Alcidae;g__Fratercula;s__arctica	1	0.924050632911392
0c7fb2f85be5529a335cdef6e2b8449b	k__Metazoa;p__Chordata;c__Actinopteri;o__Gadiformes;f__Gadidae;g__;s__	1	0.992405063291139
